Driver,QualifyingTime (s),Team,AvgRaceTime (s),Temperature (°C),Humidity (%),Pressure (mbar),Rainfall (mm),TrackTemp (°C),Date,Year,GP,DriverHistoricalAvg (s),Driver_Dry_Perf,Driver_Damp_Perf,Driver_Wet_Perf,Driver_Cold_Perf,Driver_Mid_Perf,Driver_Hot_Perf,Driver_HighDownforce_Perf,Driver_LowDownforce_Perf,DriverEloBefore,ConstructorEloBefore
NOR,81.584,McLaren,91.18003846153846,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1813.945092426656,1615.8805861317603
RIC,81.925,McLaren,88.43711363636363,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1549.656770538087,1615.8805861317603
GAS,82.648,AlphaTauri,91.19665384615384,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1622.3446943445877,1327.927980748297
ALO,81.861,Alpine,88.64203333333333,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,93.19460423358457,44.316031003666865,42.85714285714286,30.185185185185187,39.674540381454726,44.29935515873016,41.67070489523041,50.0,50.0,1742.127872016984,1538.9399602457913
OCO,82.13,Alpine,91.15680769230768,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,93.18457805765468,40.86084476372733,44.54013184221057,54.09774436090226,48.65966163179785,41.24747267327984,37.40310744180713,50.0,50.0,1779.1678950636035,1538.9399602457913
BOT,82.235,Alfa Romeo,92.73833333333333,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,1557.7413356536663,1249.1668713030042
DEV,82.471,Williams,91.17580769230769,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,91.1917461544384,26.666666666666668,10.0,50.0,50.0,23.68421052631579,50.0,50.0,50.0,1500.0,1058.0145165654262
ZHO,82.577,Alfa Romeo,91.18457692307692,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,94.39127647575766,22.083942495126706,23.210526315789473,19.259259259259256,30.687134502923975,21.53879724186087,7.6953748006379605,50.0,50.0,1545.5391322571427,1249.1668713030042
TSU,82.02,AlphaTauri,92.77354901960784,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,93.10323899396306,34.618279269982054,31.097274436090224,24.88888888888889,29.62924741046516,33.35662541590424,32.75460322633209,50.0,50.0,1243.6400183212172,1327.927980748297
LAT,82.587,Williams,92.83009803921568,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,93.96836190442718,21.305821371610847,33.91906236178682,20.087719298245617,42.280701754385966,22.833442029800324,16.42982456140351,50.0,50.0,1116.155793650735,1058.0145165654262
VET,82.636,Aston Martin,88.19188888888888,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,1309.0344554447956,1248.5441460901056
STR,82.748,Aston Martin,89.35207894736841,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,93.09350717650615,36.1061323906103,34.75969335102462,48.99331662489557,31.93378052975576,36.26209096577227,31.149611160253578,50.0,50.0,1605.6664677328354,1248.5441460901056
MAG,82.908,Haas F1 Team,92.88,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,94.44698939881275,28.186013613014694,31.71826625386997,15.479532163742693,26.14522417153996,29.325211018146565,32.94117647058823,50.0,50.0,1389.9386449326037,1314.5711749809057
MSC,83.005,Haas F1 Team,91.1331346153846,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,2022-09-11,2022,Italian Grand Prix,94.00128022817285,19.15009746588694,24.48031844316674,10.0,22.68421052631579,20.682205274065126,13.049289891395157,50.0,50.0,1537.0016074654088,1314.5711749809057
LEC,109.412,Ferrari,118.18478431372549,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,2282.627648834791,2020.8440921714084
PER,109.434,Red Bull Racing,117.02164,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,92.42792311069464,61.65192622384255,64.03617402639726,57.91812865497077,68.47303443794672,61.37567183150479,60.2192200644213,50.0,50.0,2042.1435821982077,1965.215379229001
HAM,109.466,Mercedes,119.63304,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,91.56060090534528,77.1266889700948,79.17222870009248,75.87353801169591,68.44028520499108,76.61492961540628,72.33056599832915,50.0,50.0,1998.6517761370862,1800.5856051909145
SAI,109.583,Ferrari,117.92786,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,92.21061462460975,59.19118363719757,58.86101809144711,31.642300194931774,62.33552631578947,58.05333944953554,64.57679124281292,50.0,50.0,2251.903695495484,2020.8440921714084
ALO,109.966,Alpine,122.92811764705881,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,93.19460423358457,44.316031003666865,42.85714285714286,30.185185185185187,39.674540381454726,44.29935515873016,41.67070489523041,50.0,50.0,1788.9555693791367,1541.9518428854383
NOR,110.584,McLaren,119.56203846153845,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1854.3438049191084,1630.9212395148834
GAS,111.211,AlphaTauri,120.95852941176472,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1448.768250896046,1357.7647203747133
VER,111.395,Red Bull Racing,120.05896078431371,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,2245.2719689468363,1965.215379229001
MAG,111.573,Haas F1 Team,122.46822641509434,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,94.44698939881275,28.186013613014694,31.71826625386997,15.479532163742693,26.14522417153996,29.325211018146565,32.94117647058823,50.0,50.0,1278.3216579151713,1220.1763161915703
TSU,111.983,AlphaTauri,126.49624137931035,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,93.10323899396306,34.618279269982054,31.097274436090224,24.88888888888889,29.62924741046516,33.35662541590424,32.75460322633209,50.0,50.0,1481.6261819647953,1357.7647203747133
RUS,114.012,Mercedes,124.42333333333333,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,92.60342373579098,48.348535666260126,49.81796596755046,53.67585630743526,43.25202489289177,49.341567977828,49.21636434600831,50.0,50.0,1965.6362923739885,1800.5856051909145
STR,114.211,Aston Martin,121.05886538461537,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,93.09350717650615,36.1061323906103,34.75969335102462,48.99331662489557,31.93378052975576,36.26209096577227,31.149611160253578,50.0,50.0,1409.6463138956833,1204.400816419719
MSC,114.37,Haas F1 Team,122.61926530612244,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,94.00128022817285,19.15009746588694,24.48031844316674,10.0,22.68421052631579,20.682205274065126,13.049289891395157,50.0,50.0,1316.0101145277126,1220.1763161915703
VET,114.38,Aston Martin,120.8203137254902,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,1329.7020568576131,1204.400816419719
ZHO,115.518,Alfa Romeo,127.0898,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,94.39127647575766,22.083942495126706,23.210526315789473,19.259259259259256,30.687134502923975,21.53879724186087,7.6953748006379605,50.0,50.0,1511.7475358353915,1268.8555123788547
BOT,116.083,Alfa Romeo,122.87366037735849,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,1581.055548614988,1268.8555123788547
RIC,116.226,McLaren,121.00676923076922,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1673.5428871267209,1630.9212395148834
OCO,116.337,Alpine,127.07352173913044,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,93.18457805765468,40.86084476372733,44.54013184221057,54.09774436090226,48.65966163179785,41.24747267327984,37.40310744180713,50.0,50.0,1709.9134773659887,1541.9518428854383
ALB,116.985,Williams,128.30454545454543,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,93.41507658741675,39.39103203083466,45.723684210526315,50.09356725146199,49.29898275099514,39.568142530490015,29.897312726260093,50.0,50.0,1499.262608109276,1090.5757483908765
LAT,117.532,Williams,127.0968,26.23254901960784,87.44705882352942,1008.1439215686274,0.0,28.973333333333333,2022-10-02,2022,Singapore Grand Prix,93.96836190442718,21.305821371610847,33.91906236178682,20.087719298245617,42.280701754385966,22.833442029800324,16.42982456140351,50.0,50.0,1232.9338465159426,1090.5757483908765
VER,89.304,Red Bull Racing,108.5103043478261,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,2085.277082245995,1969.8923119100098
LEC,89.314,Ferrari,109.64621739130435,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,2336.4123545160255,2048.1680994373446
PER,89.709,Red Bull Racing,109.59034782608695,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,92.42792311069464,61.65192622384255,64.03617402639726,57.91812865497077,68.47303443794672,61.37567183150479,60.2192200644213,50.0,50.0,2142.6600036910977,1969.8923119100098
OCO,90.165,Alpine,110.12213043478262,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,93.18457805765468,40.86084476372733,44.54013184221057,54.09774436090226,48.65966163179785,41.24747267327984,37.40310744180713,50.0,50.0,1448.478260627734,1575.8849491411734
HAM,90.261,Mercedes,110.1344347826087,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,91.56060090534528,77.1266889700948,79.17222870009248,75.87353801169591,68.44028520499108,76.61492961540628,72.33056599832915,50.0,50.0,2084.332080846581,1805.6395523756291
ALO,90.322,Alpine,110.37882608695654,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,93.19460423358457,44.316031003666865,42.85714285714286,30.185185185185187,39.674540381454726,44.29935515873016,41.67070489523041,50.0,50.0,1904.027162208774,1575.8849491411734
RUS,90.389,Mercedes,110.40739130434783,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,92.60342373579098,48.348535666260126,49.81796596755046,53.67585630743526,43.25202489289177,49.341567977828,49.21636434600831,50.0,50.0,1808.8728042123764,1805.6395523756291
VET,90.554,Aston Martin,109.85439130434781,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,1397.5304787436098,1201.4104214040995
NOR,91.003,McLaren,111.21208695652174,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1906.4725067020602,1610.7007916092982
RIC,90.659,McLaren,111.46747826086957,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1462.9910698005049,1610.7007916092982
BOT,90.709,Alfa Romeo,111.77095652173912,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,1452.114761110595,1216.6817907528068
TSU,90.808,AlphaTauri,111.57504347826088,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,93.10323899396306,34.618279269982054,31.097274436090224,24.88888888888889,29.62924741046516,33.35662541590424,32.75460322633209,50.0,50.0,1599.1058765417683,1377.0725456253883
ZHO,90.953,Alfa Romeo,111.7126956521739,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,94.39127647575766,22.083942495126706,23.210526315789473,19.259259259259256,30.687134502923975,21.53879724186087,7.6953748006379605,50.0,50.0,1452.7752576095377,1216.6817907528068
MSC,91.439,Haas F1 Team,112.27439130434783,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,94.00128022817285,19.15009746588694,24.48031844316674,10.0,22.68421052631579,20.682205274065126,13.049289891395157,50.0,50.0,1422.2424810379673,1245.064213228714
GAS,91.322,AlphaTauri,111.74139130434783,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1680.0042240698033,1377.0725456253883
MAG,91.352,Haas F1 Team,111.92373913043478,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,94.44698939881275,28.186013613014694,31.71826625386997,15.479532163742693,26.14522417153996,29.325211018146565,32.94117647058823,50.0,50.0,1529.39977015742,1245.064213228714
STR,91.419,Aston Martin,111.4391304347826,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,93.09350717650615,36.1061323906103,34.75969335102462,48.99331662489557,31.93378052975576,36.26209096577227,31.149611160253578,50.0,50.0,1501.5836546916503,1201.4104214040995
LAT,91.511,Williams,110.90547826086957,16.717647058823534,86.21176470588236,1015.7062745098038,1.5666667,19.930588235294113,2022-10-09,2022,Japanese Grand Prix,93.96836190442718,21.305821371610847,33.91906236178682,20.087719298245617,42.280701754385966,22.833442029800324,16.42982456140351,50.0,50.0,1150.626971335595,1050.776597262916
LEC,94.421,Ferrari,102.96006122448979,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,2333.757553748465,2040.9193068100976
VER,94.448,Red Bull Racing,102.99032653061224,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,2179.6512866760527,2007.4447770238946
PER,94.645,Red Bull Racing,103.3339387755102,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,92.42792311069464,61.65192622384255,64.03617402639726,57.91812865497077,68.47303443794672,61.37567183150479,60.2192200644213,50.0,50.0,2155.1099427806867,2007.4447770238946
HAM,94.947,Mercedes,103.16781632653061,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,91.56060090534528,77.1266889700948,79.17222870009248,75.87353801169591,68.44028520499108,76.61492961540628,72.33056599832915,50.0,50.0,2051.0153044216386,1779.0630731309113
RUS,94.988,Mercedes,104.30687755102042,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,92.60342373579098,48.348535666260126,49.81796596755046,53.67585630743526,43.25202489289177,49.341567977828,49.21636434600831,50.0,50.0,1818.0787169274472,1779.0630731309113
STR,95.598,Aston Martin,108.66116666666667,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,93.09350717650615,36.1061323906103,34.75969335102462,48.99331662489557,31.93378052975576,36.26209096577227,31.149611160253578,50.0,50.0,1376.0484129354293,1293.3722753942493
NOR,95.69,McLaren,107.36725,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1682.3896366951726,1564.35235377616
ALO,95.876,Alpine,106.21547058823529,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,93.19460423358457,44.316031003666865,42.85714285714286,30.185185185185187,39.674540381454726,44.29935515873016,41.67070489523041,50.0,50.0,1904.9323164406906,1634.0439838203094
BOT,96.319,Alfa Romeo,105.48479999999999,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,1544.328602673732,1240.7622958936197
ALB,96.368,Williams,107.61678846153846,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,93.41507658741675,39.39103203083466,45.723684210526315,50.09356725146199,49.29898275099514,39.568142530490015,29.897312726260093,50.0,50.0,1319.1229890101636,1016.9096401968236
VET,96.398,Aston Martin,104.3958163265306,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,1580.9841549599687,1293.3722753942493
GAS,96.74,AlphaTauri,105.96476000000001,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1525.7439680418918,1326.6212125481238
ZHO,96.97,Alfa Romeo,108.32749056603774,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,94.39127647575766,22.083942495126706,23.210526315789473,19.259259259259256,30.687134502923975,21.53879724186087,7.6953748006379605,50.0,50.0,1480.650531952241,1240.7622958936197
TSU,97.147,AlphaTauri,107.62671153846154,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,93.10323899396306,34.618279269982054,31.097274436090224,24.88888888888889,29.62924741046516,33.35662541590424,32.75460322633209,50.0,50.0,1582.1239527615187,1326.6212125481238
MAG,96.949,Haas F1 Team,107.29784615384617,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,94.44698939881275,28.186013613014694,31.71826625386997,15.479532163742693,26.14522417153996,29.325211018146565,32.94117647058823,50.0,50.0,1421.1705729312625,1197.80235415319
RIC,97.046,McLaren,108.83898113207547,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1581.6082562964605,1564.35235377616
OCO,97.068,Alpine,107.49178846153846,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,93.18457805765468,40.86084476372733,44.54013184221057,54.09774436090226,48.65966163179785,41.24747267327984,37.40310744180713,50.0,50.0,1734.55294531145,1634.0439838203094
MSC,97.111,Haas F1 Team,107.65873076923077,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,94.00128022817285,19.15009746588694,24.48031844316674,10.0,22.68421052631579,20.682205274065126,13.049289891395157,50.0,50.0,1305.5623502427297,1197.80235415319
LAT,97.244,Williams,108.03855769230769,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,2022-10-23,2022,United States Grand Prix,93.96836190442718,21.305821371610847,33.91906236178682,20.087719298245617,42.280701754385966,22.833442029800324,16.42982456140351,50.0,50.0,1107.198294352258,1016.9096401968236
VER,77.775,Red Bull Racing,83.3068,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,2214.8273338788754,2007.3414335573743
RUS,78.079,Mercedes,83.96097142857143,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,92.60342373579098,48.348535666260126,49.81796596755046,53.67585630743526,43.25202489289177,49.341567977828,49.21636434600831,50.0,50.0,1887.7172412007694,1790.282321121168
HAM,78.084,Mercedes,83.50375714285714,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,91.56060090534528,77.1266889700948,79.17222870009248,75.87353801169591,68.44028520499108,76.61492961540628,72.33056599832915,50.0,50.0,2061.0695236753136,1790.282321121168
PER,78.128,Red Bull Racing,83.52680000000001,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,92.42792311069464,61.65192622384255,64.03617402639726,57.91812865497077,68.47303443794672,61.37567183150479,60.2192200644213,50.0,50.0,2165.0929860823453,2007.3414335573743
SAI,78.351,Ferrari,84.0727,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,92.21061462460975,59.19118363719757,58.86101809144711,31.642300194931774,62.33552631578947,58.05333944953554,64.57679124281292,50.0,50.0,2218.035028750709,2067.5208256894825
BOT,78.401,Alfa Romeo,85.03833333333334,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,1630.0454124408031,1258.5946175600016
LEC,78.555,Ferrari,84.21521428571428,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,2365.179776509769,2067.5208256894825
NOR,78.721,McLaren,84.9752463768116,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1755.6084767296989,1561.1863300311213
ALO,78.939,Alpine,84.82266129032259,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,93.19460423358457,44.316031003666865,42.85714285714286,30.185185185185187,39.674540381454726,44.29935515873016,41.67070489523041,50.0,50.0,1840.93452442659,1581.9591373020344
OCO,79.01,Alpine,84.91901449275363,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,93.18457805765468,40.86084476372733,44.54013184221057,54.09774436090226,48.65966163179785,41.24747267327984,37.40310744180713,50.0,50.0,1492.5957433300296,1581.9591373020344
RIC,79.325,McLaren,84.7142463768116,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1454.3307286961708,1561.1863300311213
ZHO,79.476,Alfa Romeo,85.20591304347826,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,94.39127647575766,22.083942495126706,23.210526315789473,19.259259259259256,30.687134502923975,21.53879724186087,7.6953748006379605,50.0,50.0,1441.916169462386,1258.5946175600016
TSU,79.589,AlphaTauri,85.47691836734693,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,93.10323899396306,34.618279269982054,31.097274436090224,24.88888888888889,29.62924741046516,33.35662541590424,32.75460322633209,50.0,50.0,1358.556492692875,1257.6588434632615
GAS,79.672,AlphaTauri,84.99008695652174,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,2022-10-30,2022,Mexico City Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1525.910803076346,1257.6588434632615
